region,product_name,total_quantity,total_revenue,profit_margin,profit_margin_percentage
Northwest Territories,Adventure Works Desktop PC1.60 ED160 White,1,269.95,132.32,49.01
Northwest Territories,WWI Desktop PC1.60 E1600 Silver,26,5718.70,2803.06,49.01
Northwest Territories,Litware 20'' Box Fan E401 Blue,2,51.98,25.48,49.01
Northwest Territories,Contoso Air conditioner 5200BTU E0100 Blue,1,109.99,53.91,49.01
Northwest Territories,Contoso Water Heater 1.5GPM E0800 Grey,4,1030.00,504.88,49.01
Northwest Territories,Contoso Carrying Case E312 Silver,5,249.80,122.45,49.01
Northwest Territories,Fabrikam Social Videographer 2/3'' 17mm E100 Grey,7,1120.00,549.01,49.01
Northwest Territories,Litware Microwave 0.8CuFt E080 White,3,284.97,139.68,49.01
Northwest Territories,Adventure Works Coffee Maker 4C E080 Grey,11,1428.90,700.37,49.01
Northwest Territories,"Litware 14"" High Velocity Floor Fan E801 Pink",1,44.99,22.05,49.01
Northwest Territories,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue",7,1176.00,576.45,49.01
Northwest Territories,Contoso Washer & Dryer 15.5in E155 White,7,6993.00,3427.76,49.01
Northwest Territories,SV 8xDVD E100 Silver,1,69.00,33.82,49.01
Northwest Territories,Contoso Genuine Leather Grip Belt E322 Grey,1,77.99,38.23,49.01
Northwest Territories,Fabrikam Social Videographer 1'' 25mm E400 White,2,376.00,184.30,49.01
Northwest Territories,Contoso Air conditioner 5200BTU E0100 Silver,7,769.93,377.37,49.01
Northwest Territories,Contoso Water Heater 2.6GPM E0900 Silver,10,5080.00,2490.10,49.01
Northwest Territories,WWI 1GB Digital Voice Recorder Pen E100 White,5,780.00,382.35,49.01
Northwest Territories,Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey,1,165.00,80.88,49.01
Northwest Territories,Adventure Works CRT17 E105 Black,3,177.00,86.76,49.01
Northwest Territories,Proseware CRT19 E201 Black,4,276.00,135.28,49.01
Northwest Territories,"Adventure Works 42"" LCD HDTV M55 Black",3,2290.53,1122.75,49.01
Northwest Territories,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Grey,3,1296.00,635.25,49.01
Northwest Territories,Proseware Desk Lamp E0120 Silver,4,119.96,58.80,49.01
Northwest Territories,Contoso Water Heater 2.6GPM E0900 Red,2,1016.00,498.02,49.01
Northwest Territories,Fabrikam Microwave 1.0CuFt E1100 Blue,16,2239.84,1097.92,49.01
Northwest Territories,"Fabrikam Social Videographer 1/2"" 3mm E300 Blue",4,712.00,349.00,49.01
Northwest Territories,Contoso Water Heater 2.6GPM E0900 Green,10,5080.00,2490.10,49.01
Northwest Territories,Contoso Water Heater 1.5GPM E0800 White,5,1287.50,631.10,49.01
Northwest Territories,"Fabrikam Social Videographer 1"" 25mm E400 Blue",3,564.00,276.45,49.01
Northwest Territories,Contoso Mini Battery Charger Kit E320 Silver,1,24.99,12.25,49.01
Northwest Territories,Adventure Works Coffee Maker Auto 5C E090 Grey,4,652.00,319.60,49.01
Northwest Territories,Contoso Water Heater 1.5GPM E0800 Blue,7,1802.50,883.54,49.01
Northwest Territories,WWI Desktop PC1.60 E1600 Red,6,1319.70,646.86,49.01
Northwest Territories,Proseware Fax phone E100 Black,4,348.00,170.56,49.01
Northwest Territories,Adventure Works Desktop PC1.80 ED182 Silver,20,9998.00,4900.80,49.01
Northwest Territories,Contoso Original K1m Li-Ion Standard Battery E170 Black,13,52.78,25.87,49.01
Northwest Territories,Adventure Works Desktop PC1.60 ED160 Silver,2,539.90,264.64,49.01
Northwest Territories,Contoso Home/Office Laptop Power Adapter E300 White,1,25.50,12.50,49.01
Northwest Territories,Proseware Laser Jet Printer E100 White,4,316.00,154.88,49.01
Northwest Territories,Contoso Genuine Leather Grip Belt E322 Black,1,77.99,38.23,49.01
Northwest Territories,Fabrikam Refrigerator 1.7CuFt E1200 Orange,3,389.97,191.16,49.01
Northwest Territories,Contoso Coffee Maker Auto 5C E0900 Grey,2,326.00,159.80,49.01
Northwest Territories,Contoso Water Heater 2.6GPM E0900 White,3,1524.00,747.03,49.01
Northwest Territories,Litware Microwave 0.9CuFt E090 Blue,5,499.95,245.05,49.01
Northwest Territories,Litware Refrigerator 4.6CuFt E280 White,1,299.99,147.05,49.01
Northwest Territories,Contoso ADSL Modem Splitter/Filter X 3 E300 White,1,52.90,25.93,49.01
Northwest Territories,Adventure Works Coffee Maker 4C E080 Black,6,779.40,382.02,49.01
Northwest Territories,Fabrikam Microwave 0.8CuFt E0800 Red,6,569.94,279.36,49.01
Northwest Territories,Proseware Screen 80in E1010 Silver,2,218.00,106.86,49.01
Northwest Territories,Contoso Air conditioner 7000BTU E0260 Silver,5,1499.95,735.25,49.01
Northwest Territories,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 Grey,3,1233.00,604.38,49.01
Northwest Territories,SV Car Video TFT7 M7000 Brown,3,897.00,439.68,49.01
Northwest Territories,Contoso Water Heater 1.5GPM E0800 Red,3,772.50,378.66,49.01
Northwest Territories,Contoso 4GB Portable MP3 Player M450 Black,1,95.95,47.03,49.01
Northwest Territories,SV Car Video TFT6.2W E6282 Brown,5,1345.00,659.30,49.01
Northwest Territories,SV 8xDVD E100 Black,4,276.00,135.28,49.01
Northwest Territories,SV Car Video TFT7 M7002 Black,7,2233.00,1094.52,49.01
Northwest Territories,Adventure Works Desktop PC1.60 ED160 Brown,8,2159.60,1058.56,49.01
Northwest Territories,Contoso Water Heater 2.6GPM E0900 Grey,1,508.00,249.01,49.01
Northwest Territories,Adventure Works Desktop PC1.80 ED182 Brown,32,15996.80,7841.28,49.01
Northwest Territories,Fabrikam Microwave 1.0CuFt E1100 White,6,839.94,411.72,49.01
Northwest Territories,Adventure Works Desk Lamp E1200 Grey,3,89.97,44.10,49.01
Northwest Territories,Fabrikam Budget Moviemaker 1'' 25mm E400 Grey,1,422.00,206.85,49.01
Northwest Territories,Adventure Works CRT17 E105 White,3,177.00,86.76,49.01
Northwest Territories,SV 40GB USB2.0 Portable Hard Disk E400 Silver,3,227.97,111.75,49.01
Northwest Territories,A. Datum Consumer Digital Camera E100 Pink,2,562.00,275.48,49.01
Northwest Territories,Contoso Screen 80in E080 White,6,654.00,320.58,49.01
Northwest Territories,A. Datum Consumer Digital Camera E100 Azure,2,562.00,275.48,49.01
Northwest Territories,Contoso Water Heater 1.5GPM E0800 Silver,4,1030.00,504.88,49.01
Northwest Territories,Contoso Projector 480p M480 Black,1,229.00,112.25,49.01
Northwest Territories,SV 8xDVD E130 Silver,2,113.80,55.78,49.01
Northwest Territories,Contoso Screen 85in E085 White,7,973.00,476.91,49.01
Northwest Territories,SV 8xDVD E130 Black,2,113.80,55.78,49.01
Northwest Territories,Adventure Works Desktop PC1.80 ED180 Brown,10,3690.00,1808.70,49.01
Northwest Territories,Fabrikam Laptop10.1 M0101 Silver,9,3464.10,1698.03,49.01
Northwest Territories,Contoso Genuine Leather Grip Belt E322 White,1,77.99,38.23,49.01
Northwest Territories,SV Car Video TFT6.2W E6282 Black,1,269.00,131.86,49.01
Northwest Territories,Contoso DVD 7-Inch Player Portable E200 Black,10,1099.90,539.10,49.01
Northwest Territories,Fabrikam Budget Moviemaker 2/3'' 17mm E100 Grey,17,6970.00,3416.49,49.01
Northwest Territories,Contoso DVD 7-Inch Player Portable E200 White,9,989.91,485.19,49.01
Northwest Territories,SV DVD 7-Inch Player Portable E200 White,7,769.93,377.37,49.01
Northwest Territories,Adventure Works Desktop PC1.80 ED180 Black,3,1107.00,542.61,49.01
Northwest Territories,MGS Fable: The Lost Chapters E107,1,56.00,27.45,49.01
Northwest Territories,Proseware CRT17 E104 Black,2,118.00,57.84,49.01
Northwest Territories,MGS MechWarrior 4: Knight E121,4,259.60,127.24,49.01
Northwest Territories,Litware Microwave 0.8CuFt E080 Grey,5,474.95,232.80,49.01
Northwest Territories,Contoso Original K1m Li-Ion Standard Battery E170 White,4,16.24,7.96,49.01
Northwest Territories,Contoso Home Theater System 4.1 Channel M1420 Black,7,3360.00,1646.96,49.01
Northwest Territories,Fabrikam Budget Moviemaker 1/2'' 3mm E300 White,6,2592.00,1270.50,49.01
Northwest Territories,Cigarette Lighter Adapter for Contoso Phones E110 Red,8,199.92,98.00,49.01
Northwest Territories,MGS Zoo Tycoon 2: End range Species Expansion Pack E105,7,392.00,192.15,49.01
Northwest Territories,SV DVD 7-Inch Player Portable E200 Silver,3,329.97,161.73,49.01
Northwest Territories,Litware Microwave 0.9CuFt E090 Red,3,299.97,147.03,49.01
Northwest Territories,Litware 20'' Weather-Shield Performance Box Fan E1601 White,10,299.90,147.00,49.01
Northwest Territories,Contoso Microwave 0.8CuFt E0080 Silver,3,284.97,139.68,49.01
Northwest Territories,Contoso Mini Battery Charger Kit E320 Red,4,99.96,49.00,49.01
Northwest Territories,Contoso DVD 7-Inch Player Portable E200 Silver,8,879.92,431.28,49.01
Northwest Territories,WWI Desktop PC1.60 E1600 Black,18,3959.10,1940.58,49.01
Northwest Territories,SV Car Video AM/FM E1001 Black,3,657.00,322.05,49.01
Northwest Territories,MGS Age of Empires III: The Asian Dynasties E106,2,112.00,54.90,49.01
Northwest Territories,Fabrikam Laptop12 M2002 Red,6,2208.00,1082.28,49.01
Northwest Territories,Fabrikam Microwave 0.9CuFt E0900 Red,4,399.96,196.04,49.01
Northwest Territories,WWI 1GBPulse Smart pen E50 Black,18,2699.10,1323.00,49.01
Northwest Territories,Contoso 4GB Portable MP3 Player M450 White,6,575.70,282.18,49.01
Northwest Territories,Contoso Home Theater System 2.1 Channel M1230 White,6,2160.00,1058.76,49.01
Northwest Territories,WWI 1GB Digital Voice Recorder Pen E100 Red,11,1716.00,841.17,49.01
Northwest Territories,SV PCI Network Adapter E903 Silver,1,41.99,20.58,49.01
Northwest Territories,Fabrikam Budget Moviemaker 2/3'' 17mm E100 Black,6,2760.00,1352.88,49.01
Northwest Territories,Fabrikam Social videographer 1'' 25mm E400 Black,4,720.00,352.92,49.01
Northwest Territories,Proseware Air conditioner 5200BTU E100 White,2,219.98,107.82,49.01
Northwest Territories,WWI Desktop PC1.80 E1801 White,5,1349.50,661.50,49.01
Northwest Territories,Adventure Works Laptop12 M1201 Red,6,2297.70,1126.26,49.01
Northwest Territories,Contoso Mini Battery Charger Kit E320 White,4,99.96,49.00,49.01
Northwest Territories,Proseware Desk Lamp E0120 Grey,1,29.99,14.70,49.01
Northwest Territories,Proseware LCD17W E202 Black,3,387.00,189.69,49.01
Northwest Territories,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black,3,1446.00,708.78,49.01
Northwest Territories,Contoso Lens cap E80 White,3,89.85,44.04,49.01
Northwest Territories,SV Car Video AM/FM E1000 Black,3,597.00,292.62,49.01
Northwest Territories,WWI Desktop PC1.80 E1801 Brown,18,4858.20,2381.40,49.01
Northwest Territories,"Adventure Works 19"" Color Digital TV E35 Silver",2,286.80,140.58,49.01
Northwest Territories,Adventure Works Desktop PC1.80 ED180 White,6,2214.00,1085.22,49.01
Northwest Territories,SV 8xDVD E140 Black,2,132.00,64.70,49.01
Northwest Territories,WWI 1GB Pulse Smart pen E50 Silver,5,749.75,367.50,49.01
Northwest Territories,Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black,1,410.00,200.97,49.01
Northwest Territories,Fabrikam Coffee Maker 4C E080 White,6,779.40,382.02,49.01
Northwest Territories,WWI Desktop PC1.80 E1802 White,10,2999.00,1470.00,49.01
Northwest Territories,WWI Desktop PC1.80 E1801 Black,6,1619.40,793.80,49.01
Northwest Territories,Adventure Works Coffee Maker 4C E080 Silver,9,1169.10,573.03,49.01
Northwest Territories,A. Datum Consumer Digital Camera E100 Orange,1,281.00,137.74,49.01
Northwest Territories,WWI Desktop PC1.80 E1800 Brown,1,229.90,112.69,49.01
Northwest Territories,WWI Laptop12 M0120 White,1,382.95,187.71,49.01
Northwest Territories,Fabrikam Laptop14.1 E4101 Red,8,2640.00,1294.08,49.01
Northwest Territories,Contoso Water Heater 2.6GPM E0900 Blue,1,508.00,249.01,49.01
Northwest Territories,WWI Projector 480p DLP12 Silver,5,2495.00,1223.00,49.01
Northwest Territories,WWI Projector 480p LCD12 Silver,2,458.00,224.50,49.01
Northwest Territories,Litware 80mm LED Dual PCI Slot Fan E1501 Pink,1,30.99,15.19,49.01
Northwest Territories,"Adventure Works 19"" Color Digital TV E35 White",1,143.40,70.29,49.01
Northwest Territories,WWI Desk Lamp E130 Grey,1,79.95,39.19,49.01
Northwest Territories,WWI Screen 85in E1010 White,4,556.00,272.52,49.01
Northwest Territories,Fabrikam Refrigerator 3.2CuFt E1600 Orange,5,1399.95,686.20,49.01
Northwest Territories,Adventure Works Desktop PC1.80 ED182 White,26,12997.40,6371.04,49.01
Northwest Territories,WWI Desktop PC1.80 E1800 White,12,2758.80,1352.28,49.01
Northwest Territories,"Adventure Works 15.6"" LCD TV M130W Silver",9,2699.91,1323.45,49.01
Northwest Territories,Cigarette Lighter Adapter for Contoso Phones E110 White,7,174.93,85.75,49.01
Northwest Territories,"Adventure Works 15.6"" LCD TV M130W White",4,1199.96,588.20,49.01
Northwest Territories,Contoso 4GB Portable MP3 Player M450 Yellow,1,95.95,47.03,49.01
Northwest Territories,"Adventure Works 20"" Analog CRT TV E45 Brown",9,1800.00,882.27,49.01
Northwest Territories,Contoso ADSL Modem Splitter/Filter X 3 E300 Grey,8,423.20,207.44,49.01
Northwest Territories,"Adventure Works 20"" CRT TV E15 Black",2,339.98,166.64,49.01
Northwest Territories,Contoso ADSL Modem Splitter/Filter X 3 E300 Black,1,52.90,25.93,49.01
Northwest Territories,Contoso Air conditioner 6000BTU E0180 Grey,1,199.99,98.03,49.01
Northwest Territories,Contoso Cyber Shot Digital Cameras Adapter E306 Blue,3,119.97,58.80,49.01
Northwest Territories,Contoso Digital Cameras Lightweight Tripod E316 Silver,2,104.26,51.10,49.01
Northwest Territories,MGS Zoo Tycoon Complete Collection E110,5,140.00,68.60,49.00
Northwest Territories,Contoso Phone with Memory Dialing-2 lines E90 White,4,64.00,31.36,49.00
Northwest Territories,MGS Freelancer E113,14,392.00,192.08,49.00
Northwest Territories,Contoso Phone with Memory Dialing-2 lines E90 Black,1,16.00,7.84,49.00
Northwest Territories,NT Bluetooth Stereo Headphones E52 Blue,6,154.14,75.54,49.00
Northwest Territories,NT Bluetooth Stereo Headphones E52 Pink,3,77.07,37.77,49.00
Northwest Territories,Contoso Digital Camera/Camcorder USB Cable E324 Black,7,196.00,96.04,49.00
Northwest Territories,SV Keyboard E90 White,1,41.73,20.45,49.00
Northwest Territories,Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,1,13.00,6.37,49.00
Northwest Territories,MGS MechWarrior 4: Mercenaries E117,15,420.00,205.80,49.00
Northwest Territories,Contoso Digital Camera/Camcorder USB Cable E324 Silver,3,84.00,41.16,49.00
Northwest Territories,Contoso Digital Camera/Camcorder USB Cable E324 Purple,6,168.00,82.32,49.00
Northwest Territories,Contoso 2G MP3 Player E200 Black,1,21.57,10.57,49.00
Northwest Territories,MGS MechCollection E116,1,28.00,13.72,49.00
Northwest Territories,Contoso Digital Camera/Camcorder USB Cable E324 White,3,84.00,41.16,49.00
Northwest Territories,MGS Rise of Nations E112,1,28.00,13.72,49.00
Northwest Territories,Contoso 2G MP3 Player E200 Red,1,21.57,10.57,49.00
Northwest Territories,NT Bluetooth Stereo Headphones E52 Black,6,154.14,75.54,49.00
Northwest Territories,MGS RalliSport Challenge2009 E155,4,104.00,50.96,49.00
Northwest Territories,SV Hand Games for 12-16 boys E60 Black,13,64.74,31.72,48.99
Northwest Territories,Contoso 90W AC/DC Power Adapter E300 Grey,8,95.20,46.64,48.99
Northwest Territories,SV Hand Games for 12-16 boys E60 Yellow,6,29.88,14.64,48.99
Northwest Territories,SV Hand Games for 12-16 boys E60 Red,7,34.86,17.08,48.99
Northwest Territories,Contoso 90W AC/DC Power Adapter E300 White,3,35.70,17.49,48.99
Northwest Territories,Contoso Battery charger - bike E200 Black,3,59.70,29.25,48.99
Northwest Territories,SV Hand Games for kids E30 Black,2,10.78,5.28,48.97
Northwest Territories,SV Hand Games for kids E30 Silver,4,21.56,10.56,48.97
Northwest Territories,SV Hand Games for kids E30 Yellow,10,53.90,26.40,48.97
Northwest Territories,Contoso In-Line Coupler E180 White,18,60.30,29.52,48.95
Northwest Territories,Contoso In-Line Coupler E180 Silver,1,3.35,1.64,48.95
Northwest Territories,Contoso In-Line Coupler E180 Black,5,16.75,8.20,48.95
Northwest Territories,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,10,47.40,23.20,48.94
Northwest Territories,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,3,14.22,6.96,48.94
Northwest Territories,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,6,28.44,13.92,48.94
Northwest Territories,Litware Refrigerator 24.7CuFt X980 Green,3,9599.97,NULL,NULL
Northwest Territories,Litware Refrigerator 24.7CuFt X980 Blue,3,9599.97,NULL,NULL
Nunavut,Contoso DVD 60 DVD Storage Binder L20 Black,12,274.68,183.72,66.88
Nunavut,Contoso DVD 60 DVD Storage Binder L20 Silver,6,137.34,91.86,66.88
Nunavut,SV DVD 60 DVD Storage Binder L20 Silver,9,206.01,137.79,66.88
Nunavut,SV DVD 60 DVD Storage Binder L20 Black,12,274.68,183.72,66.88
Nunavut,SV DVD 60 DVD Storage Binder L20 Red,9,206.01,137.79,66.88
Nunavut,Contoso DVD 60 DVD Storage Binder L20 Red,5,114.45,76.55,66.88
Nunavut,NT Wireless Transmitter and Bluetooth Headphones M150 Green,1,149.99,100.30,66.87
Nunavut,A. Datum Full Frame Digital Camera X300 Azure,2,462.00,308.94,66.87
Nunavut,A. Datum Rangefinder Digital Camera X200 Pink,2,400.00,267.48,66.87
Nunavut,A. Datum Full Frame Digital Camera X300 Grey,3,693.00,463.41,66.87
Nunavut,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,7,1049.93,702.10,66.87
Nunavut,A. Datum Rangefinder Digital Camera X200 Orange,1,200.00,133.74,66.87
Nunavut,MGS MechWarrior 4 Mach Packs X100,1,109.00,72.89,66.87
Nunavut,MGS Bicycle Casino Games X700,5,545.00,364.45,66.87
Nunavut,Contoso Centrex Phone System L10 Grey,1,42.99,28.75,66.87
Nunavut,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Black,3,101.70,68.01,66.87
Nunavut,Contoso Behind Centrex X15 White,5,249.95,167.15,66.87
Nunavut,NT Wireless Transmitter and Bluetooth Headphones M150 Black,1,149.99,100.30,66.87
Nunavut,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,11,1649.89,1103.30,66.87
Nunavut,A. Datum Full Frame Digital Camera X300 Silver,1,231.00,154.47,66.87
Nunavut,A. Datum Rangefinder Digital Camera X200 Black,4,800.00,534.96,66.87
Nunavut,Proseware Air conditioner 25000BTU L167 White,8,5087.92,3402.16,66.86
Nunavut,Contoso Projector 1080p X980 Silver,2,4590.00,3069.24,66.86
Nunavut,SV Hand Games for Office worker L28 Yellow,5,84.95,56.80,66.86
Nunavut,Contoso Water Heater 7.2GPM X1800 Silver,14,20650.00,13808.20,66.86
Nunavut,"Adventure Works 40"" LCD HDTV M690 White",1,1184.97,792.37,66.86
Nunavut,Contoso DVD 15-Inch Player Portable L200 Black,10,2899.90,1939.10,66.86
Nunavut,Proseware Projector 1080p DLP86 White,3,7497.00,5013.09,66.86
Nunavut,SV DVD Recorder L240 Gold,5,1095.00,732.20,66.86
Nunavut,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,1,1520.00,1016.39,66.86
Nunavut,"A. Datum SLR Camera 35"" X358 Blue",2,1176.00,786.36,66.86
Nunavut,SV DVD Recorder L210 Silver,4,876.00,585.76,66.86
Nunavut,A. Datum SLR Camera X135 Black,3,1881.00,1257.78,66.86
Nunavut,Contoso Bluetooth Active Headphones L15 Red,9,1169.91,782.28,66.86
Nunavut,Proseware Projector 1080p DLP86 Black,7,17493.00,11697.21,66.86
Nunavut,Adventure Works LCD24W X300 Black,2,1738.00,1162.16,66.86
Nunavut,Adventure Works CRT19 E10 White,1,69.00,46.14,66.86
Nunavut,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Black,1,1560.00,1043.14,66.86
Nunavut,Contoso Water Heater 7.2GPM X1800 Red,3,4425.00,2958.90,66.86
Nunavut,"Fabrikam Trendsetter 2/3"" 17mm X100 Orange",1,988.00,660.66,66.86
Nunavut,Adventure Works Desktop PC2.33 XD233 Silver,6,5814.00,3887.70,66.86
Nunavut,Adventure Works LCD22 M200 Black,3,1857.00,1241.73,66.86
Nunavut,Contoso Air conditioner 25000BTU L1672 Silver,3,1907.97,1275.81,66.86
Nunavut,Contoso Coffee Maker Super-Auto 12C X1250 Grey,3,4950.00,3309.96,66.86
Nunavut,SV DVD 14-Inch Player Portable L100 Silver,10,2599.90,1738.50,66.86
Nunavut,Fabrikam SLR Camera X147 Silver,2,1290.00,862.60,66.86
Nunavut,Adventure Works Desktop PC2.33 XD233 Black,9,8721.00,5831.55,66.86
Nunavut,Fabrikam Trendsetter 2/3'' 17mm X100 Black,9,8820.00,5897.79,66.86
Nunavut,Contoso SLR Camera X145 Blue,3,1896.00,1267.83,66.86
Nunavut,Contoso DVD Recorder L200 Black,5,1095.00,732.20,66.86
Nunavut,SV Hand Games for Office worker L28 Red,7,118.93,79.52,66.86
Nunavut,Contoso Water Heater 7.2GPM X1800 Blue,2,2950.00,1972.60,66.86
Nunavut,Adventure Works Coffee Maker Super-Auto 12C X125 Silver,7,11550.00,7723.24,66.86
Nunavut,Fabrikam Microwave 1.5CuFt X1100 White,1,665.94,445.30,66.86
Nunavut,Contoso DVD Recorder L220 White,7,1533.00,1025.08,66.86
Nunavut,"Fabrikam SLR Camera 35"" X358 Gold",4,1744.80,1166.72,66.86
Nunavut,A. Datum Super-zoom Digital Camera X300 Silver,8,2320.00,1551.36,66.86
Nunavut,Fabrikam Coffee Maker Super-Auto 12C X125 Silver,3,4950.00,3309.96,66.86
Nunavut,A. Datum Super-zoom Digital Camera X300 Grey,7,2030.00,1357.44,66.86
Nunavut,Contoso DVD Recorder L240 Gold,5,1095.00,732.20,66.86
Nunavut,SV DVD 15-Inch Player Portable L200 Silver,1,289.99,193.91,66.86
Nunavut,Litware Microwave 1.5CuFt X110 Red,4,2663.76,1781.20,66.86
Nunavut,Adventure Works LCD22W M200 Black,7,4753.00,3178.21,66.86
Nunavut,"Adventure Works 52"" LCD HDTV X790W White",12,19106.40,12776.04,66.86
Nunavut,Contoso Home Theater System 7.1 Channel M1700 Silver,2,1778.00,1188.92,66.86
Nunavut,Fabrikam Microwave 1.5CuFt X1100 Silver,4,2663.76,1781.20,66.86
Nunavut,Adventure Works Laptop19 X1900 Black,1,1299.00,868.62,66.86
Nunavut,WWI LCD24W X300 Black,3,2607.00,1743.24,66.86
Nunavut,"Adventure Works 52"" LCD HDTV X790W Black",1,1592.20,1064.67,66.86
Nunavut,Contoso 32GB Video MP3 Player M3200 Orange,2,510.00,341.02,66.86
Nunavut,Contoso Microwave 1.5CuFt X0110 White,3,1997.82,1335.90,66.86
Nunavut,Contoso 32GB Video MP3 Player M3200 Pink,1,255.00,170.51,66.86
Nunavut,Adventure Works CRT19 E10 Black,3,207.00,138.42,66.86
Nunavut,Proseware Laser Jet Color Printer X300 Black,1,209.00,139.75,66.86
Nunavut,Contoso Projector 1080p X980 White,3,6885.00,4603.86,66.86
Nunavut,WWI 4GB Video Recording Pen X200 Red,8,2368.00,1583.44,66.86
Nunavut,Fabrikam Coffee Maker Super-Auto 12C X125 Grey,2,3300.00,2206.64,66.86
Nunavut,Contoso DVD 15-Inch Player Portable L200 Silver,9,2609.91,1745.19,66.86
Nunavut,Contoso DVD 14-Inch Player Portable L100 Black,21,5459.79,3650.85,66.86
Nunavut,Adventure Works Laptop19W X1980 Silver,1,1299.00,868.62,66.86
Nunavut,Litware Microwave 1.5CuFt X110 Blue,1,665.94,445.30,66.86
Nunavut,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,1,229.00,153.13,66.86
Nunavut,Adventure Works Coffee Maker Super-Auto 12C X125 White,5,8250.00,5516.60,66.86
Nunavut,Adventure Works LCD24 X300 Black,2,1638.00,1095.30,66.86
Nunavut,Contoso DVD 15-Inch Player Portable L200 White,26,7539.74,5041.66,66.86
Nunavut,Contoso Telephoto Conversion Lens X400 White,3,1785.00,1193.58,66.86
Nunavut,Contoso Bluetooth Active Headphones L15 White,8,1039.92,695.36,66.86
Nunavut,Contoso DVD Recorder L230 Grey,7,1533.00,1025.08,66.86
Nunavut,WWI LCD22W M2003 White,3,2037.00,1362.09,66.86
Nunavut,SV Car Video LCD9.2W X9281 Silver,2,1738.00,1162.16,66.86
Nunavut,Contoso Screen 100in E010 Black,2,380.00,254.10,66.86
Nunavut,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Grey,1,1580.00,1056.51,66.86
Nunavut,Fabrikam Laptop19W M9800 Black,1,1199.00,801.75,66.86
Nunavut,The Phone Company PDA Wifi 4.7-inch L290 Black,1,380.00,254.10,66.86
Nunavut,Contoso Microwave 1.5CuFt X0110 Grey,5,3329.70,2226.50,66.86
Nunavut,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Black",1,589.00,393.85,66.86
Nunavut,WWI 4GB Video Recording Pen X200 Black,5,1480.00,989.65,66.86
Nunavut,The Phone Company PDA Phone 4.7 inches L360 Black,3,1206.00,806.43,66.86
Nunavut,Contoso Telephoto Conversion Lens X400 Silver,7,4165.00,2785.02,66.86
Nunavut,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold",4,2356.00,1575.40,66.86
Nunavut,Contoso Microwave 1.5CuFt X0110 Red,1,665.94,445.30,66.86
Nunavut,WWI Projector 1080p DLP86 White,2,4998.00,3342.06,66.86
Nunavut,Adventure Works Desktop PC2.33 XD233 Brown,4,3876.00,2591.80,66.86
Nunavut,WWI Desktop PC2.33 X2330 Silver,2,1838.00,1229.04,66.86
Nunavut,The Phone Company PDA Handheld 4.7 inch L650 Black,16,6224.00,4161.92,66.86
Nunavut,WWI Screen 113in M1610 Black,1,299.00,199.94,66.86
Nunavut,SV DVD Recorder L230 Grey,11,2409.00,1610.84,66.86
Nunavut,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,1,249.99,167.16,66.86
Nunavut,Litware Home Theater System 7.1 Channel X711 Silver,1,1109.00,741.57,66.86
Nunavut,WWI 4GB Video Recording Pen X200 Yellow,9,2664.00,1781.37,66.86
Nunavut,Proseware High-Performance Business-Class Laser Fax X200 Black,1,248.00,165.83,66.86
Nunavut,WWI Desktop PC2.33 X2330 Black,6,5514.00,3687.12,66.86
Nunavut,"Contoso SLR Camera 35"" X358 Blue",1,568.00,379.81,66.86
Nunavut,WWI Screen 125in M1611 White,3,1377.00,920.76,66.86
Nunavut,Contoso DVD 14-Inch Player Portable L100 White,3,779.97,521.55,66.86
Nunavut,Adventure Works LCD22 M200 White,4,2476.00,1655.64,66.86
Nunavut,Contoso SLR Camera X144 Silver Grey,2,1346.00,900.04,66.86
Nunavut,SV DVD 15-Inch Player Portable L200 Black,1,289.99,193.91,66.86
Nunavut,Contoso SLR Camera X144 Gold,13,8749.00,5850.26,66.86
Nunavut,Proseware Laptop19 X910 Black,3,3897.00,2605.86,66.86
Nunavut,SV DVD Recorder L200 Black,5,1095.00,732.20,66.86
Nunavut,The Phone Company PDA Phone 4.7 inches L360 White,4,1608.00,1075.24,66.86
Nunavut,Adventure Works Desktop PC2.33 XD233 White,12,11628.00,7775.40,66.86
Nunavut,Adventure Works LCD22W M200 White,1,679.00,454.03,66.86
