product_1,product_2,times_bought_together,combined_revenue
2497,1752,1,662.96
66,1472,1,1724.38
1822,356,1,3230.30
1815,1692,1,102.99
433,692,1,4372.00
416,1345,1,1013.00
548,440,1,409.95
378,997,1,4577.60
1682,2061,1,674.93
593,566,1,3294.00
1163,1431,1,1106.00
1618,1580,1,934.99
1714,369,1,1119.78
460,359,1,1403.90
1657,1301,1,549.98
67,1397,1,317.38
88,1394,1,599.94
1696,651,1,548.95
1394,625,1,3046.99
67,1668,1,67.63
108,1423,1,1966.98
2103,2113,1,3048.00
133,1935,1,1685.90
2082,1601,1,1459.90
446,1634,1,889.79
493,2115,1,6042.00
434,964,1,1179.00
1499,1682,1,938.99
2496,1658,1,229.97
776,1571,1,689.40
1089,440,1,5899.95
1548,1630,1,554.89
581,1539,1,2617.00
448,393,1,2606.70
1775,105,1,474.00
446,93,1,1014.60
1648,2512,1,1489.87
157,1096,1,5031.96
1587,2009,1,1331.89
88,985,1,2459.99
2418,1081,1,1925.97
65,1590,1,384.89
61,637,1,820.00
1151,1084,1,5578.00
2511,1597,1,441.70
2404,1576,1,2582.93
955,1581,1,1991.10
2104,443,1,3215.50
738,1780,1,1269.00
60,718,1,786.00
1421,1410,1,810.00
1930,1652,1,959.96
2097,613,1,1490.00
51,1723,1,879.85
1059,449,1,2050.00
834,1600,1,161.56
2095,451,1,5543.00
1643,2488,1,319.38
1659,1425,1,3406.93
111,1698,1,298.92
632,1570,1,3721.00
186,428,1,1598.30
634,587,1,12291.00
1184,1706,1,1788.88
32,113,1,2254.92
172,456,1,6214.00
1152,1243,1,3188.00
1571,1421,1,1040.97
161,1320,1,4857.57
1439,46,1,1502.80
1621,701,1,220.96
1629,1698,1,40.95
432,7,1,586.18
96,448,1,1011.90
1479,2106,1,3562.50
1634,1458,1,269.93
1721,416,1,1039.13
447,1625,1,3832.00
59,105,1,271.00
2106,61,1,5292.50
425,624,1,2913.00
1221,1297,1,557.00
2458,1699,1,108.78
2104,1824,1,289.50
1646,106,1,1277.91
547,1294,1,1441.00
1735,1794,1,323.00
424,1383,1,591.86
1749,263,1,1385.00
806,1500,1,418.80
1725,1442,1,921.00
1577,533,1,2709.00
1560,440,1,1979.70
2504,432,1,529.87
1656,513,1,677.97
451,1134,1,1996.00
928,426,1,1567.68
1614,2010,1,539.97
65,1552,1,1339.00
444,437,1,3756.80
1456,2051,1,1141.97
417,1688,1,1814.76
1635,1424,1,445.78
667,1459,1,1338.00
1073,432,1,7291.60
650,68,1,232.14
375,734,1,1146.00
1041,57,1,1629.00
1564,1799,1,1536.00
1610,1157,1,5479.92
1592,168,1,200.96
1012,1579,1,855.00
1753,1419,1,1041.00
190,452,1,1653.45
964,2105,1,3240.00
1444,1575,1,412.97
110,2499,1,289.70
449,448,1,2284.80
407,1220,1,1503.00
1410,506,1,3176.00
2506,1713,1,219.87
63,51,1,761.90
1482,1440,1,2229.00
758,1328,1,233.67
160,2435,1,1234.96
994,1513,1,722.50
1569,78,1,2594.75
139,452,1,5219.85
1564,2010,1,743.99
1580,1936,1,518.99
1465,1588,1,411.89
1788,1609,1,1125.96
2510,1659,1,2083.98
1783,2110,1,3251.00
1569,2125,1,788.00
1214,277,1,2085.00
2493,1595,1,222.81
1818,567,1,389.00
2174,1593,1,1205.89
115,897,1,542.10
76,1333,1,473.51
82,1210,1,2863.85
2173,1591,1,338.66
1675,2508,1,28.00
1164,2116,1,15390.00
47,671,1,1403.85
179,1610,1,1345.97
1697,1586,1,18.05
487,1803,1,733.00
26,555,1,1573.90
2078,1132,1,4483.99
1264,1042,1,1525.98
2005,2489,1,314.96
113,1298,1,1999.93
715,74,1,1793.60
81,1559,1,679.10
1975,441,1,10519.57
1676,418,1,296.92
1671,2076,1,309.92
1361,2077,1,349.94
444,429,1,5475.70
1362,1422,1,317.99
1193,1589,1,4557.97
114,1420,1,2392.96
80,2489,1,111.08
756,1626,1,1682.50
83,2018,1,794.92
1705,1706,1,77.92
1037,1515,1,418.50
342,449,1,3542.00
65,132,1,581.00
673,1693,1,250.76
144,9,1,359.98
1363,1680,1,96.93
1019,1594,1,277.99
423,1721,1,739.26
449,1725,1,405.00
56,430,1,3883.50
1351,736,1,960.99
698,54,1,1076.00
1648,57,1,705.95
1554,670,1,2972.00
1756,2508,1,93.34
1550,434,1,1159.00
1001,1599,1,1315.76
1285,2065,1,249.96
1624,1689,1,223.98
1745,2107,1,1691.00
439,1633,1,1760.34
1654,1354,1,346.96
1680,598,1,593.93
454,1374,1,349.90
459,1752,1,898.70
1777,1219,1,2703.00
1777,1605,1,998.97
724,441,1,1801.50
1626,161,1,9772.20
1618,1438,1,643.94
1620,1908,1,771.93
7,11,1,81.56
433,2345,1,5534.97
459,100,1,1049.70
1711,1460,1,970.13
1616,504,1,1851.98
82,1663,1,189.76
1035,1653,1,2125.96
366,452,1,2175.85
688,1268,1,267.88
170,1327,1,687.90
112,104,1,2574.92
166,421,1,1421.00
1619,1572,1,349.94
1473,1315,1,1217.00
2147,1497,1,3250.96
1328,450,1,4794.96
137,1702,1,533.97
456,73,1,2012.65
1456,1276,1,3218.52
522,1522,1,659.00
1544,431,1,1583.00
421,457,1,4822.65
101,1678,1,170.67
2500,1420,1,644.44
1344,1560,1,2028.00
2399,1610,1,3029.91
1442,2178,1,2032.00
420,1072,1,1926.70
1603,1639,1,169.93
434,1370,1,1245.44
2489,991,1,1369.98
1587,1623,1,2243.97
1182,335,1,2429.00
452,1742,1,1623.65
1442,131,1,3187.00
452,2268,1,1039.70
1642,612,1,12668.64
947,2104,1,1412.50
2513,61,1,700.96
1578,701,1,1333.00
418,2104,1,1312.40
706,1600,1,273.76
1292,1558,1,1126.55
1460,1676,1,353.94
98,67,1,145.69
619,1450,1,2407.00
1595,591,1,343.45
1545,417,1,3405.00
190,1525,1,572.70
347,1847,1,16780.50
1171,1380,1,676.00
107,1521,1,575.98
1530,97,1,333.40
2506,1704,1,37.44
1573,1765,1,4604.53
433,1588,1,1010.67
1643,1682,1,316.37
1663,1170,1,1279.78
873,1585,1,87.70
360,425,1,749.00
451,97,1,3980.40
443,167,1,767.00
618,2109,1,814.00
1675,446,1,268.18
1756,67,1,271.77
2496,1612,1,389.95
1997,1074,1,2411.97
1331,1694,1,242.21
1421,1151,1,2220.00
1458,1633,1,613.89
110,1638,1,1210.80
1749,1647,1,1629.97
2392,1651,1,2199.93
1415,2085,1,4450.00
1797,129,1,1486.00
42,94,1,935.80
145,371,1,4696.99
735,776,1,1510.80
1785,1358,1,202.96
1979,423,1,2356.98
533,1067,1,4775.00
1822,1196,1,518.00
1571,73,1,152.89
1431,1566,1,1310.00
1183,101,1,2000.00
1985,1650,1,939.96
1459,453,1,1253.90
472,599,1,7023.00
457,2498,1,1123.47
1575,1958,1,2818.98
1404,1408,1,3239.98
1585,132,1,1445.78
2217,1483,1,1995.96
1478,1449,1,900.00
493,1587,1,589.96
445,108,1,4151.94
458,1737,1,515.80
1482,914,1,1004.70
1081,1645,1,1819.76
109,936,1,743.95
1185,1787,1,1009.00
1593,1260,1,323.70
2492,2096,1,2657.49
1612,1591,1,1117.92
1253,99,1,279.98
1642,787,1,241.02
961,1626,1,1698.00
776,88,1,323.88
1637,55,1,995.94
1168,1730,1,1355.36
111,1651,1,909.96
688,1955,1,1237.96
2140,2001,1,6947.82
1246,2049,1,823.94
1806,717,1,482.00
1672,1028,1,213.45
2057,1610,1,2129.90
52,104,1,314.95
580,1246,1,3809.00
540,1617,1,10111.98
1604,1507,1,2086.93
1080,1605,1,1225.98
2140,428,1,7464.00
1591,1994,1,227.96
1685,1460,1,3005.39
98,1358,1,639.99
367,1679,1,353.50
2025,1475,1,5121.58
1905,1063,1,4859.00
1634,2501,1,33.71
2115,460,1,3876.50
1563,1675,1,309.34
438,1287,1,996.99
1808,1222,1,655.00
1365,1631,1,240.91
1663,1538,1,888.23
2097,1743,1,2401.00
2047,1684,1,133.77
178,1692,1,402.99
1610,1133,1,3343.39
794,450,1,6444.90
1049,873,1,1259.84
20,23,1,402.00
2155,303,1,3259.00
635,1683,1,703.99
108,2004,1,538.96
1459,168,1,1282.00
2114,448,1,2084.80
1651,1624,1,1178.94
1001,1515,1,1230.00
671,438,1,2916.00
678,1928,1,990.00
1952,1276,1,951.13
1755,1461,1,1361.80
1142,1731,1,1784.95
1596,1113,1,1321.26
1626,1823,1,1816.00
1112,449,1,1343.00
1600,1609,1,317.87
416,738,1,4959.00
1624,2043,1,4880.58
1242,1596,1,875.98
2018,88,1,869.92
1612,1711,1,600.77
449,1347,1,1068.00
1647,1079,1,1975.93
1635,1162,1,1880.23
2475,1250,1,479.87
1438,1156,1,5090.00
180,432,1,2706.50
457,113,1,2479.53
439,2499,1,2307.16
2512,152,1,6054.84
509,1642,1,335.88
1389,1530,1,639.97
183,1964,1,1008.00
427,422,1,8097.00
1454,1594,1,616.98
1565,1423,1,699.00
160,1678,1,2216.87
114,2085,1,5424.96
1438,101,1,650.00
1574,743,1,72.94
1846,1649,1,10509.98
353,677,1,1243.80
1218,107,1,2472.91
97,73,1,769.90
2512,60,1,753.99
1859,1667,1,7319.60
708,100,1,438.00
2175,486,1,681.90
1648,1616,1,781.90
1498,1803,1,696.00
45,1597,1,1739.76
1132,2000,1,1538.97
1781,2096,1,3639.00
1572,105,1,692.94
1626,1748,1,873.00
2502,1644,1,135.74
1477,1371,1,2234.97
1771,61,1,215.00
438,2496,1,1867.97
1591,2437,1,102.64
2511,1599,1,235.58
1411,1586,1,611.96
1652,1599,1,295.75
69,425,1,1922.07
1373,2153,1,831.13
1702,1375,1,369.98
534,1601,1,938.95
1632,1377,1,51.98
1624,1651,1,1178.94
187,1227,1,1247.80
1406,1341,1,46.19
1469,1476,1,1064.00
1382,119,1,729.93
169,1108,1,748.00
605,535,1,2988.00
1456,77,1,677.90
1068,2098,1,935.00
2498,428,1,2930.72
1767,1670,1,110.99
106,1147,1,3806.96
1672,2495,1,36.87
113,656,1,565.99
1640,450,1,3744.67
1578,1541,1,1832.00
1659,1554,1,3607.93
1354,2081,1,266.96
1729,51,1,432.99
1427,1285,1,534.97
1903,1302,1,3294.99
1964,184,1,998.00
2107,1795,1,2459.00
1597,183,1,1226.04
517,77,1,1903.65
489,424,1,1898.80
433,435,1,2048.80
1649,1368,1,340.37
1480,614,1,1644.00
111,1575,1,621.96
962,2126,1,1309.00
977,1633,1,1705.23
39,1425,1,3083.15
1723,1825,1,488.00
1676,2073,1,692.91
1597,947,1,280.76
436,461,1,6309.00
110,1286,1,875.93
1191,522,1,439.00
1112,1464,1,1548.00
336,2075,1,1577.99
1457,993,1,470.00
2495,595,1,260.99
452,910,1,321.95
46,835,1,573.15
715,1684,1,910.89
1153,2113,1,2506.00
1525,56,1,1502.00
1056,108,1,2146.98
2097,908,1,5741.00
452,72,1,631.70
1609,1109,1,956.18
1420,1628,1,735.90
1676,1634,1,82.91
420,1433,1,2423.70
1050,1569,1,2106.00
1011,435,1,1867.40
346,626,1,1776.00
1482,1034,1,1007.00
1672,425,1,385.89
1923,1652,1,672.99
551,122,1,3694.95
1547,810,1,1079.85
1412,969,1,485.90
113,1742,1,305.99
1586,1583,1,133.98
56,2053,1,1187.97
2173,1386,1,324.94
2086,1580,1,4167.00
157,1573,1,1217.97
1652,1093,1,1315.99
958,1497,1,396.00
313,65,1,1805.00
1434,1400,1,1107.99
1296,388,1,1173.85
1279,80,1,196.60
1491,173,1,727.70
677,657,1,614.00
1198,1566,1,2539.00
2107,1859,1,9648.60
103,70,1,402.70
1766,1899,1,763.00
498,53,1,1146.00
2493,724,1,400.97
424,2237,1,1379.74
521,426,1,2276.70
1379,1247,1,95.99
80,515,1,416.65
1607,118,1,349.98
127,1207,1,4703.40
1607,377,1,5452.93
1405,1151,1,927.97
586,455,1,2975.00
1287,2001,1,821.92
426,1429,1,1788.70
1443,1453,1,2614.00
439,1024,1,5032.70
311,1554,1,1750.00
1625,2475,1,1781.99
1666,2181,1,457.26
73,163,1,1640.15
2079,2100,1,8420.64
167,516,1,159.00
1635,2133,1,175.68
529,1643,1,1795.88
1755,87,1,264.88
1528,93,1,1779.60
63,1554,1,1320.00
1820,1522,1,3832.00
1564,2099,1,817.00
1275,422,1,1386.04
100,1752,1,716.00
1579,1720,1,289.13
40,1418,1,1178.23
373,1578,1,1742.00
360,64,1,1828.00
1611,1596,1,972.60
2506,601,1,1416.96
1384,422,1,1954.99
1861,1010,1,6933.90
442,451,1,2486.70
2060,1627,1,202.93
225,411,1,6990.00
1516,140,1,2363.97
1341,1584,1,179.98
437,1686,1,1006.79
402,1787,1,6538.00
1300,1434,1,631.00
2109,57,1,1139.00
822,419,1,480.60
1610,357,1,3929.91
6,1626,1,524.28
1780,1633,1,212.34
453,1455,1,1269.70
423,1707,1,2466.13
997,877,1,1697.25
437,446,1,1719.65
75,436,1,889.80
34,1678,1,163.51
163,1406,1,6482.32
457,1304,1,355.95
2005,1690,1,516.94
1769,1538,1,976.00
380,2067,1,2630.88
2073,141,1,965.93
1603,1601,1,709.94
1500,1583,1,142.89
1704,1659,1,308.92
1656,1676,1,1608.89
2497,1656,1,199.95
1659,1601,1,2139.91
1825,2016,1,451.97
1602,482,1,1795.94
425,1612,1,2186.94
393,1818,1,6214.00
992,2098,1,2756.00
1662,788,1,50.96
59,1781,1,242.00
59,2025,1,3641.70
705,2482,1,787.00
429,756,1,1949.20
1715,2505,1,290.51
985,1563,1,2338.00
2502,95,1,289.58
50,1567,1,1766.85
1466,1604,1,1619.96
2098,468,1,2061.00
1696,468,1,1286.98
1235,283,1,1267.00
49,2006,1,979.81
1588,1624,1,670.89
138,1273,1,1020.83
7,2489,1,81.53
861,1463,1,615.95
1517,173,1,1250.50
1693,81,1,74.95
503,1497,1,3240.00
2322,1358,1,239.96
1330,1683,1,106.93
867,1666,1,506.82
1675,944,1,909.89
1697,59,1,946.78
1409,721,1,2015.00
1559,59,1,2002.00
1500,2099,1,644.50
312,1417,1,1054.00
1775,1527,1,1909.00
438,2089,1,5367.50
934,1458,1,279.00
1068,1661,1,1724.50
1386,1498,1,326.99
1442,2512,1,1716.99
1879,432,1,8271.80
1615,2447,1,929.93
2227,1639,1,121.97
1713,2506,1,219.87
1705,1562,1,1441.76
1315,1286,1,1238.92
1782,458,1,775.70
1132,1630,1,1345.56
1494,275,1,407.00
933,2507,1,59.74
1990,2041,1,599.96
1563,427,1,1474.00
1199,1669,1,3717.56
1299,1517,1,1360.00
1542,48,1,1769.85
46,1434,1,685.95
1578,657,1,1253.00
448,1593,1,851.37
1936,1300,1,2669.93
1726,1186,1,4692.00
154,435,1,3369.49
112,1456,1,1402.98
653,1184,1,6774.00
1453,687,1,1721.00
1435,434,1,1491.00
424,104,1,1539.80
2513,884,1,409.98
383,2093,1,2813.00
1810,2086,1,3542.00
427,1457,1,4795.00
92,1959,1,1135.99
1320,1305,1,570.99
533,344,1,1203.00
720,1981,1,2933.00
1583,1178,1,3077.34
1685,1393,1,151.75
1232,1642,1,1466.80
1598,383,1,2627.52
14,727,1,797.04
1473,133,1,1587.85
1752,1417,1,1249.00
426,2086,1,7886.80
90,6,1,1264.63
659,2509,1,358.06
1062,1112,1,957.00
2061,1772,1,3533.70
1441,1640,1,1222.89
48,2086,1,8947.15
1586,2394,1,701.26
1293,1368,1,3015.19
2513,183,1,238.99
1683,2515,1,43.48
1631,471,1,124.32
1595,181,1,243.45
434,49,1,1996.95
1334,660,1,1205.93
639,102,1,1492.00
1580,90,1,1256.96
2378,39,1,2056.90
1303,1457,1,474.00
1029,458,1,429.90
993,1627,1,579.99
1654,1392,1,949.88
459,1135,1,597.90
1235,2111,1,4348.00
61,1319,1,203.99
1580,1603,1,1423.99
693,536,1,328.00
2504,581,1,468.99
1304,1413,1,1033.00
443,1819,1,762.00
1501,1577,1,906.00
1325,442,1,429.86
1275,1465,1,649.13
298,455,1,1846.00
630,57,1,719.00
116,346,1,4654.92
2503,2060,1,124.96
10,1271,1,87.79
1233,1330,1,3695.92
1340,1599,1,274.09
1483,1508,1,1769.00
421,1453,1,1665.00
1460,1774,1,686.00
2028,1585,1,277.33
1815,1180,1,3232.00
787,1650,1,1459.45
2075,1309,1,735.97
983,119,1,1036.83
1580,2137,1,708.00
101,1707,1,690.39
75,424,1,1733.55
436,92,1,518.99
136,491,1,1587.95
90,1419,1,815.98
1307,281,1,2186.00
1583,383,1,1810.89
1576,59,1,324.99
58,1635,1,958.89
1518,2508,1,1209.48
1660,1669,1,635.10
452,3,1,468.94
622,1070,1,14394.00
1650,451,1,5673.92
422,82,1,3916.55
1919,1614,1,2879.89
1647,1706,1,908.83
1642,1340,1,186.71
1703,100,1,730.78
1801,90,1,641.97
747,2185,1,514.90
423,978,1,4773.00
1180,2096,1,5110.00
1587,2147,1,3001.95
47,506,1,5052.90
421,1755,1,1067.80
1591,1375,1,243.96
1917,1668,1,513.97
139,1842,1,24367.99
411,225,1,6990.00
545,1023,1,647.50
436,82,1,1188.10
616,66,1,2098.76
1251,1425,1,2235.98
111,471,1,843.99
1508,1628,1,955.56
977,370,1,2718.75
50,135,1,2549.55
1615,1636,1,327.97
122,650,1,1633.95
1432,452,1,1119.95
248,121,1,758.97
1678,1810,1,65.78
1278,1634,1,59.95
52,1571,1,1427.66
1631,1568,1,1195.96
1603,790,1,160.99
2508,1618,1,63.73
1611,1790,1,1002.94
543,1320,1,942.99
1063,442,1,945.90
1614,1572,1,1097.95
1683,430,1,814.84
87,1023,1,1165.44
1458,1024,1,973.80
1658,1505,1,449.98
455,293,1,9269.00
1543,58,1,4332.00
1181,69,1,4842.76
1640,944,1,197.67
669,1470,1,1784.00
1685,1683,1,31.94
167,1208,1,1849.00
1210,1424,1,2320.00
1958,2488,1,2726.98
2037,416,1,7448.94
360,2095,1,1855.00
1763,2032,1,698.74
1649,1481,1,717.99
1791,1441,1,286.00
2492,1683,1,104.91
1556,1444,1,1020.00
423,1533,1,2993.00
1475,1382,1,469.99
1409,851,1,1639.80
457,156,1,1789.67
1602,1617,1,1195.92
1434,1585,1,604.67
1315,1594,1,224.98
419,7,1,563.13
1494,1420,1,2062.00
106,1626,1,484.98
1655,187,1,1939.36
1824,1288,1,205.99
1642,456,1,1233.76
132,383,1,2796.00
1766,1768,1,230.00
931,1634,1,64.99
2149,443,1,838.00
1768,47,1,633.80
1467,88,1,600.98
389,76,1,6027.95
942,1352,1,87.97
1656,61,1,1300.93
49,604,1,1896.90
2085,1669,1,4452.56
1664,2114,1,1580.96
573,1440,1,984.00
1636,346,1,4638.32
1658,108,1,948.92
659,1,1,248.99
424,1619,1,959.83
1000,434,1,4580.00
468,1297,1,408.00
1691,370,1,393.73
74,430,1,923.70
1280,1276,1,67.12
87,1451,1,567.97
1746,1483,1,596.00
1603,2489,1,419.91
1506,2412,1,665.97
103,125,1,603.40
2403,134,1,1859.74
2096,1327,1,2224.90
577,105,1,814.00
1655,1455,1,869.98
508,1493,1,1086.00
1170,1533,1,932.00
140,1660,1,2529.92
1569,1379,1,644.00
886,1444,1,2360.00
1256,1668,1,66.96
742,113,1,1167.99
1612,72,1,587.92
415,449,1,2420.00
359,1797,1,3116.00
54,1660,1,2325.93
1591,2011,1,225.30
2102,506,1,2149.00
2112,80,1,3407.30
1800,1651,1,543.97
1002,813,1,309.50
1632,593,1,2330.98
1109,1447,1,1931.20
108,75,1,588.72
1214,1507,1,1500.00
1645,1497,1,324.88
1558,2102,1,6173.00
1681,1589,1,73.72
2031,2279,1,2675.82
706,1674,1,185.96
1686,2488,1,50.95
1639,2496,1,29.97
1432,1192,1,6900.00
1588,1,1,134.40
61,1641,1,218.98
511,34,1,491.95
425,1007,1,931.00
1663,707,1,321.23
164,435,1,1862.15
375,422,1,3336.00
2046,55,1,1135.94
1534,423,1,1395.00
1678,74,1,126.57
1553,476,1,1137.00
1126,567,1,2679.00
217,82,1,5673.10
1435,102,1,1109.00
456,47,1,3285.65
89,1416,1,1531.98
1623,772,1,449.90
1589,962,1,415.96
70,422,1,10025.65
635,1426,1,1877.00
1245,1244,1,524.00
171,75,1,311.85
433,1745,1,9593.00
153,1761,1,1013.33
532,423,1,5747.00
119,1415,1,779.96
608,1456,1,3928.00
1518,106,1,732.99
697,90,1,443.99
77,1125,1,2693.10
1641,1117,1,3502.26
121,176,1,606.86
183,1881,1,2107.00
1580,1664,1,965.90
537,1581,1,606.00
2502,1273,1,36.92
632,46,1,588.85
1508,610,1,1663.00
1284,1684,1,142.53
1673,2018,1,206.48
1092,190,1,2862.70
355,1202,1,4811.50
1511,1596,1,928.66
1417,444,1,2910.00
1705,1766,1,168.88
1183,2114,1,3065.00
2144,458,1,1826.40
446,1680,1,453.88
1646,2156,1,457.99
1665,1265,1,79.97
123,1612,1,459.98
2512,1541,1,1455.98
1676,1362,1,179.88
1686,1749,1,470.95
1948,669,1,787.98
2506,1667,1,32.24
628,340,1,7110.00
427,1034,1,759.00
522,1659,1,1616.97
1354,388,1,968.83
2501,1044,1,2047.04
47,1982,1,792.90
1533,540,1,5895.00
238,1248,1,2375.98
1549,1580,1,1386.00
2507,467,1,1001.44
72,962,1,1975.90
1395,1563,1,1373.98
105,1322,1,312.94
2511,1691,1,41.93
799,2060,1,324.87
1576,2514,1,168.96
373,1983,1,2635.88
73,1803,1,319.90
446,231,1,2457.70
662,52,1,2015.85
1346,1551,1,345.00
1115,115,1,1327.96
2137,116,1,842.96
1923,2510,1,3471.30
1147,2162,1,4467.00
1464,51,1,2057.55
1764,2124,1,4590.40
1369,2304,1,580.81
1321,384,1,1544.99
1596,1628,1,51.87
87,63,1,380.98
459,709,1,733.90
381,50,1,1098.90
451,1746,1,1554.00
943,108,1,965.90
443,1592,1,1100.97
66,97,1,144.47
2015,1289,1,617.96
1661,1653,1,340.97
1242,184,1,2712.00
1662,1793,1,92.99
1420,1553,1,467.00
351,1970,1,3932.00
1645,1557,1,1723.64
1753,54,1,741.00
2104,974,1,663.00
1459,667,1,1338.00
1414,1436,1,772.00
1383,105,1,587.99
1456,158,1,2801.98
1240,2511,1,2650.24
1522,1760,1,474.80
540,1821,1,7753.00
125,1350,1,169.38
927,91,1,183.98
1067,444,1,1595.00
1685,1589,1,46.14
1596,417,1,3619.32
427,150,1,8022.88
426,1296,1,2124.60
142,12,1,1133.01
2110,86,1,11999.98
1659,1702,1,898.90
442,396,1,1568.90
562,452,1,328.95
417,1634,1,2425.97
468,1528,1,962.00
1374,1422,1,666.00
735,452,1,1264.95
52,2503,1,269.88
1104,2069,1,2741.99
1469,1212,1,1120.00
1642,132,1,457.88
2082,1436,1,3559.93
636,76,1,2111.85
1653,1247,1,859.90
1673,699,1,991.00
58,452,1,375.95
48,1256,1,1099.60
90,1890,1,11342.99
1574,534,1,953.98
60,1609,1,2183.94
1138,1676,1,801.78
1448,1646,1,1183.99
559,1588,1,292.67
551,1464,1,14802.00
1426,1894,1,2996.00
1441,893,1,459.99
250,1817,1,5017.00
1267,1303,1,1114.64
1986,2040,1,699.95
2292,118,1,409.84
73,1546,1,1557.95
1455,2094,1,1062.50
1399,20,1,1436.93
1743,607,1,1283.00
1437,1675,1,603.89
2111,418,1,3982.25
2303,2488,1,1385.98
2490,1111,1,1669.98
161,1976,1,6087.20
1521,526,1,2118.00
242,1592,1,2720.97
1420,2377,1,1578.97
1385,442,1,2389.10
1734,728,1,868.00
431,1306,1,2350.00
1611,448,1,1499.74
1448,82,1,808.55
399,1281,1,1227.98
434,1645,1,5139.28
1139,1031,1,1970.00
700,1592,1,335.99
81,72,1,497.85
1432,1144,1,4500.00
1281,2096,1,8834.96
833,1667,1,23.40
1247,427,1,1456.99
561,2488,1,660.93
182,632,1,258.00
434,2164,1,2848.00
430,1236,1,833.95
1896,1697,1,3023.95
1593,1763,1,554.31
370,74,1,955.65
2210,1712,1,1340.16
226,1585,1,942.78
140,145,1,16999.90
103,1363,1,505.98
51,81,1,680.95
1731,1599,1,246.09
433,1732,1,1113.90
87,53,1,395.99
1298,1409,1,1428.00
425,1685,1,1508.34
1600,1179,1,4093.64
431,596,1,1856.00
1768,1634,1,77.99
2116,1571,1,3413.98
1586,2362,1,4502.57
48,454,1,419.85
651,25,1,779.90
1315,1466,1,905.00
2016,2500,1,374.86
1070,1476,1,912.00
1603,705,1,833.94
155,1516,1,1697.91
1536,434,1,5987.00
419,1290,1,2580.55
438,1510,1,2209.00
2008,2072,1,1149.89
1953,65,1,2334.00
969,522,1,1312.90
1606,1572,1,449.94
595,1650,1,2280.93
1533,1652,1,478.99
1429,942,1,2726.97
1807,1801,1,96.00
1137,1635,1,573.54
1041,1516,1,1212.00
1747,359,1,1213.00
2027,2105,1,2014.97
2107,1777,1,1006.00
58,1197,1,4200.00
631,459,1,459.90
1909,496,1,3736.99
438,2136,1,7207.00
1668,1256,1,66.96
1168,1933,1,10799.97
160,1979,1,4959.94
450,2107,1,3292.00
1785,1597,1,606.92
1055,1656,1,2293.92
1602,557,1,998.97
1612,1785,1,445.98
1448,1661,1,1819.50
2067,105,1,2893.76
459,2101,1,2294.80
380,176,1,1425.90
1410,673,1,697.00
1616,458,1,801.74
207,65,1,2497.00
933,1658,1,274.98
1508,1772,1,436.00
454,1646,1,1129.68
1657,393,1,2156.98
1614,469,1,816.98
2086,2018,1,4577.48
1595,1276,1,120.80
149,1712,1,10875.12
517,427,1,7140.00
187,2002,1,459.79
1750,433,1,3016.00
1804,1364,1,144.97
1525,2355,1,3851.99
416,511,1,1464.00
437,85,1,3299.37
1650,2498,1,361.15
1628,2344,1,365.73
1329,66,1,128.04
160,2085,1,8824.96
53,659,1,710.00
511,532,1,1074.00
347,421,1,3399.00
1424,1825,1,464.00
439,1614,1,1598.96
1572,48,1,657.79
100,1252,1,539.93
440,370,1,3666.50
1693,1748,1,484.16
1593,1657,1,263.33
1046,1193,1,2068.00
237,1264,1,2496.90
421,2100,1,9319.00
2502,1565,1,549.96
1694,1440,1,386.88
1700,2489,1,77.72
2009,338,1,3776.99
1431,1354,1,569.98
514,730,1,410.00
448,1768,1,1147.60
1455,2502,1,319.97
1550,1594,1,569.99
87,1632,1,335.95
65,95,1,450.60
1726,778,1,107.80
1223,93,1,2502.20
1940,1593,1,1811.89
1246,166,1,2255.00
1970,454,1,3147.50
1843,442,1,14462.80
1215,467,1,1870.00
665,156,1,571.97
1204,1248,1,4849.99
879,1666,1,110.45
945,1161,1,2840.00
27,71,1,1343.25
1609,1563,1,1063.99
1438,414,1,1628.00
1024,242,1,2899.40
1760,460,1,394.70
1464,105,1,603.00
970,1596,1,299.28
114,447,1,709.79
991,888,1,686.00
1681,1192,1,3006.89
756,2393,1,489.69
79,2514,1,430.52
1455,1614,1,2689.93
1450,2004,1,2743.98
777,680,1,1187.80
762,52,1,1067.55
2005,2341,1,389.94
455,1566,1,3023.00
417,1571,1,2509.98
1507,1574,1,566.95
473,103,1,289.00
419,383,1,7006.00
1209,1770,1,3554.00
141,1528,1,601.99
1556,2506,1,2553.18
1701,1635,1,50.76
49,1655,1,1979.63
1510,1206,1,9747.00
1447,80,1,582.85
1608,1189,1,389.98
49,1739,1,795.85
2072,115,1,1974.89
1934,2504,1,2706.99
1343,1987,1,561.95
2045,1669,1,248.89
32,1821,1,797.00
1487,763,1,2183.80
1618,1753,1,236.99
1102,1297,1,761.00
1780,2109,1,901.50
1768,85,1,433.96
435,1123,1,1465.85
1447,1611,1,1216.98
464,1304,1,4821.00
446,1477,1,1020.95
1594,1668,1,36.96
457,436,1,3760.90
1036,1478,1,969.00
21,1993,1,233.99
723,2109,1,1491.50
327,2077,1,1215.99
429,442,1,869.80
1215,1593,1,173.89
458,1147,1,3504.90
131,1781,1,1243.00
1254,1163,1,3439.98
455,24,1,2437.70
1461,7,1,372.71
972,2126,1,725.00
884,1734,1,328.00
1744,453,1,487.80
