region,product_name,total_sales,profit_margin
Berlin,The Phone Company PDA Palm 3.7 inch M830 Black,1196.00,646.00
Montana,The Phone Company PDA Palm 3.7 inch M830 Black,1495.00,807.50
Online,The Phone Company PDA Palm 3.7 inch M830 White,4784.00,2584.00
Washington DC,The Phone Company PDA Palm 3.7 inch M830 White,1794.00,969.00
Arkansas,The Phone Company PDA Palm 4.7 inch L850 Black,1990.00,1330.65
Enna,The Phone Company PDA Palm 4.7 inch L850 Black,2786.00,1862.91
Newfoundland and Labrador,The Phone Company PDA Palm 4.7 inch L850 Silver,398.00,266.13
South Dakota,The Phone Company PDA Palm 4.7 inch L850 Silver,1990.00,1330.65
Arkansas,The Phone Company PDA Palm 4.7 inch L850 White,398.00,266.13
Newfoundland and Labrador,The Phone Company PDA Palm 4.7 inch L850 White,1194.00,798.39
Pesaro,The Phone Company PDA Palm 4.7 inch L850 White,2388.00,1596.78
Ayrshire,The Phone Company PDA Phone 3.5 inches M320 Black,2392.00,1292.00
Enna,The Phone Company PDA Phone 3.5 inches M320 Black,299.00,161.50
Freie Hansestadt Bremen,The Phone Company PDA Phone 3.5 inches M320 Black,897.00,484.50
Hawaii,The Phone Company PDA Phone 3.5 inches M320 Black,1495.00,807.50
Newfoundland and Labrador,The Phone Company PDA Phone 3.5 inches M320 Black,2093.00,1130.50
Online,The Phone Company PDA Phone 3.5 inches M320 Black,5681.00,3068.50
Sachsen-Anhalt,The Phone Company PDA Phone 3.5 inches M320 Black,897.00,484.50
South Carolina,The Phone Company PDA Phone 3.5 inches M320 Black,299.00,161.50
Northwest Territories,The Phone Company PDA Phone 3.5 inches M320 Silver,598.00,323.00
Nevada,The Phone Company PDA Phone 3.5 inches M320 White,299.00,161.50
Ayrshire,The Phone Company PDA Phone 3.7 inches M340 Black,990.00,534.72
Enna,The Phone Company PDA Phone 3.7 inches M340 Black,2310.00,1247.68
Flevoland,The Phone Company PDA Phone 3.7 inches M340 Black,660.00,356.48
Idaho,The Phone Company PDA Phone 3.7 inches M340 Black,990.00,534.72
Iowa,The Phone Company PDA Phone 3.7 inches M340 Black,660.00,356.48
New Hampshire,The Phone Company PDA Phone 3.7 inches M340 Black,1980.00,1069.44
North Down,WWI Wireless Bluetooth Stereo Headphones M170 Black,600.00,324.10
Ayrshire,WWI Wireless Bluetooth Stereo Headphones M170 Pink,840.00,453.74
Enna,WWI Wireless Bluetooth Stereo Headphones M170 Pink,120.00,64.82
Online,WWI Wireless Bluetooth Stereo Headphones M170 Pink,6960.00,3759.56
Limousin,WWI Wireless Bluetooth Stereo Headphones M170 White,120.00,64.82
Utah,WWI Wireless Bluetooth Stereo Headphones M170 White,600.00,324.10
Freistaat Thüringen,WWI Wireless Bluetooth Stereo Headphones M270 Black,115.00,62.12
Friesland,WWI Wireless Bluetooth Stereo Headphones M270 Black,460.00,248.48
Hessen,WWI Wireless Bluetooth Stereo Headphones M270 Black,460.00,248.48
Newfoundland and Labrador,WWI Wireless Bluetooth Stereo Headphones M270 Black,805.00,434.84
Montana,WWI Wireless Bluetooth Stereo Headphones M270 Pink,115.00,62.12
Nebraska,WWI Wireless Bluetooth Stereo Headphones M270 Pink,2070.00,1118.16
Basse-Normandie,WWI Wireless Bluetooth Stereo Headphones M270 Silver,805.00,434.84
Sachsen-Anhalt,WWI Wireless Bluetooth Stereo Headphones M270 Silver,805.00,434.84
Freistaat Thüringen,WWI Wireless Bluetooth Stereo Headphones M270 White,460.00,248.48
Limousin,WWI Wireless Bluetooth Stereo Headphones M270 White,115.00,62.12
Maine,WWI Wireless Bluetooth Stereo Headphones M270 White,230.00,124.24
North Down,WWI Wireless Bluetooth Stereo Headphones M270 White,115.00,62.12
Online,WWI Wireless Bluetooth Stereo Headphones M270 White,8510.00,4596.88
Oregon,WWI Wireless Bluetooth Stereo Headphones M270 White,1150.00,621.20
Utah,WWI Wireless Bluetooth Stereo Headphones M270 White,690.00,372.72
Alaska,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,4499.82,3008.88
Dungannon and South Tyrone,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,2749.89,1838.76
Victoria,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,499.98,334.32
Friesland,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,749.97,501.48
Australian Capital Territory,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,499.98,334.32
Basse-Normandie,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,1249.95,835.80
Friesland,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,249.99,167.16
Nunavut,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,249.99,167.16
Pesaro,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,2499.90,1671.60
North Down,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,749.97,501.48
Northwest Territories,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,2249.91,1504.44
Armagh,WWI Wireless Transmitter and Bluetooth Headphones X250 White,249.99,167.16
Newfoundland and Labrador,WWI Wireless Transmitter and Bluetooth Headphones X250 White,1999.92,1337.28
North Down,WWI Wireless Transmitter and Bluetooth Headphones X250 White,2749.89,1838.76
Pesaro,WWI Wireless Transmitter and Bluetooth Headphones X250 White,749.97,501.48
Fermanagh,The Phone Company Pen Touch Screen Phones M320 Grey,1740.00,939.84
Montana,The Phone Company Pen Touch Screen Phones M320 Grey,2900.00,1566.40
La Réunion,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black",1160.00,626.56
Sachsen-Anhalt,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black",580.00,313.28
Tasmania,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black",290.00,156.64
Friesland,The Phone Company Sharp Touch Screen Phones M910 Black,1806.00,975.48
New Hampshire,The Phone Company Sharp Touch Screen Phones M910 Black,602.00,325.16
Ayrshire,The Phone Company Sharp Touch Screen Phones M910 Gold,903.00,487.74
Kansas,The Phone Company Sharp Touch Screen Phones M910 Gold,1204.00,650.32
Nebraska,The Phone Company Sharp Touch Screen Phones M910 Gold,1204.00,650.32
Online,The Phone Company Sharp Touch Screen Phones M910 Gold,13846.00,7478.68
Western Australia,The Phone Company Sharp Touch Screen Phones M910 Gold,2107.00,1138.06
Arkansas,The Phone Company Sharp Touch Screen Phones M910 Grey,1505.00,812.90
Australian Capital Territory,The Phone Company Sharp Touch Screen Phones M910 Grey,3010.00,1625.80
Hessen,The Phone Company Sharp Touch Screen Phones M910 Grey,301.00,162.58
Kansas,The Phone Company Sharp Touch Screen Phones M910 Grey,301.00,162.58
Maine,The Phone Company Sharp Touch Screen Phones M910 Grey,301.00,162.58
Pesaro,The Phone Company Sharp Touch Screen Phones M910 Grey,1204.00,650.32
Washington DC,The Phone Company Sharp Touch Screen Phones M910 Grey,1806.00,975.48
Maine,The Phone Company Smart phones 160x160 M26 Black,624.00,337.05
Alaska,The Phone Company Smart phones 160x160 M26 Gold,1248.00,674.10
Idaho,The Phone Company Smart phones 160x160 M26 Gold,416.00,224.70
New Mexico,The Phone Company Smart phones 160x160 M26 Grey,1248.00,674.10
Nunavut,The Phone Company Smart phones 160x160 M26 Grey,832.00,449.40
Tasmania,The Phone Company Smart phones 160x160 M26 Grey,832.00,449.40
Belfast,The Phone Company Smart phones 160x160 M26 Pink,624.00,337.05
New Mexico,The Phone Company Smart phones 160x160 M26 Pink,208.00,112.35
Washington DC,The Phone Company Smart phones 160x160 M26 Pink,1040.00,561.75
Connecticut,The Phone Company Smart phones 160x160 M26 White,416.00,224.70
Dungannon and South Tyrone,The Phone Company Smart phones 160x160 M26 White,208.00,112.35
Nebraska,The Phone Company Smart phones 160x160 M26 White,416.00,224.70
Washington DC,The Phone Company Smart phones 160x160 M26 White,1456.00,786.45
Alaska,The Phone Company Smart phones -320 x 320 M86 Black,2304.00,1244.48
Oregon,The Phone Company Smart phones -320 x 320 M86 Black,1728.00,933.36
Alaska,The Phone Company Smart phones 320 x 320 M86 Grey,1728.00,933.36
Berlin,The Phone Company Smart phones 320 x 320 M86 Grey,1440.00,777.80
Online,The Phone Company Smart phones 320 x 320 M86 White,6048.00,3266.76
South Dakota,The Phone Company Smart phones 320 x 320 M86 White,2304.00,1244.48
Belfast,The Phone Company Smart phones 4 GB of Memory M300 Gold,2390.00,1290.90
Kansas,The Phone Company Smart phones 4 GB of Memory M300 Grey,478.00,258.18
Maine,The Phone Company Smart phones 4 GB of Memory M300 Grey,956.00,516.36
Hawaii,The Phone Company Smart phones 6-LINE SCREEN M21 Grey,1840.00,993.84
Maine,The Phone Company Smart phones 6-LINE SCREEN M21 Grey,1610.00,869.61
New Hampshire,The Phone Company Smart phones 6-LINE SCREEN M21 Grey,230.00,124.23
Groningen,The Phone Company Smart phones 6-LINE SCREEN M21 Pink,230.00,124.23
Iowa,The Phone Company Smart phones 6-LINE SCREEN M21 White,1380.00,745.38
Nebraska,The Phone Company Smart phones 8 GB of Memory M400 Black,1614.00,871.80
Franche-Comté,The Phone Company Smart phones 8 GB of Memory M400 Gold,807.00,435.90
Kansas,The Phone Company Smart phones 8 GB of Memory M400 Gold,538.00,290.60
New Hampshire,WWI Wireless Bluetooth Stereo Headphones M170 Silver,240.00,129.64
South Carolina,WWI Wireless Bluetooth Stereo Headphones M170 Silver,840.00,453.74
Friesland,WWI Wireless Bluetooth Stereo Headphones M170 White,600.00,324.10
Sachsen-Anhalt,WWI Wireless Bluetooth Stereo Headphones M170 White,720.00,388.92
Alaska,WWI Wireless Bluetooth Stereo Headphones M270 Black,115.00,62.12
Dungannon and South Tyrone,WWI Wireless Bluetooth Stereo Headphones M270 Black,805.00,434.84
Groningen,WWI Wireless Bluetooth Stereo Headphones M270 Black,115.00,62.12
Hawaii,WWI Wireless Bluetooth Stereo Headphones M270 Black,2070.00,1118.16
Idaho,WWI Wireless Bluetooth Stereo Headphones M270 Black,345.00,186.36
Online,WWI Wireless Bluetooth Stereo Headphones M270 Black,9200.00,4969.60
Western Australia,WWI Wireless Bluetooth Stereo Headphones M270 Black,460.00,248.48
Dungannon and South Tyrone,WWI Wireless Bluetooth Stereo Headphones M270 Pink,1380.00,745.44
Wyoming,WWI Wireless Bluetooth Stereo Headphones M270 Pink,1265.00,683.32
Berlin,WWI Wireless Bluetooth Stereo Headphones M270 Silver,345.00,186.36
Hawaii,WWI Wireless Bluetooth Stereo Headphones M270 Silver,460.00,248.48
Northwest Territories,WWI Wireless Bluetooth Stereo Headphones M270 Silver,690.00,372.72
South Dakota,WWI Wireless Bluetooth Stereo Headphones M270 Silver,920.00,496.96
New Hampshire,WWI Wireless Bluetooth Stereo Headphones M270 White,1265.00,683.32
New Mexico,WWI Wireless Bluetooth Stereo Headphones M270 White,1150.00,621.20
Tasmania,WWI Wireless Bluetooth Stereo Headphones M270 White,345.00,186.36
Iowa,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,999.96,668.64
Maine,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,1999.92,1337.28
Northwest Territories,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,4249.83,2841.72
Online,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,15499.38,10363.92
Alaska,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,1749.93,1170.12
Belfast,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,1499.94,1002.96
Freie Hansestadt Bremen,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,999.96,668.64
Northwest Territories,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,749.97,501.48
Online,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,16249.35,10865.40
Saarland,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,249.99,167.16
Western Australia,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,499.98,334.32
Blaenau Gwent,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,1749.93,1170.12
Groningen,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,249.99,167.16
Hawaii,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,2499.90,1671.60
Online,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,9749.61,6519.24
Basse-Normandie,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,499.98,334.32
Drenthe,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,1499.94,1002.96
Friesland,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,249.99,167.16
Nevada,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,749.97,501.48
West Virginia,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,3249.87,2173.08
Utah,WWI Wireless Transmitter and Bluetooth Headphones X250 White,999.96,668.64
West Virginia,WWI Wireless Transmitter and Bluetooth Headphones X250 White,2499.90,1671.60
Wyoming,WWI Wireless Transmitter and Bluetooth Headphones X250 White,249.99,167.16
Online,Proseware Duplex Scanner M200 Black,745.00,402.40
Utah,Proseware Duplex Scanner M200 Black,2235.00,1207.20
Belfast,Proseware Duplex Scanner M200 Green,149.00,80.48
La Réunion,Proseware Duplex Scanner M200 Green,1043.00,563.36
Arkansas,Proseware Duplex Scanner M200 Grey,596.00,321.92
Armagh,Proseware Duplex Scanner M200 Grey,149.00,80.48
North Down,Proseware Duplex Scanner M200 White,745.00,402.40
South Dakota,Proseware Duplex Scanner M200 White,596.00,321.92
West Virginia,Proseware Fax Machine E100 Black,158.00,77.44
Arkansas,Proseware Fax Machine E100 White,316.00,154.88
Limousin,Proseware Fax Machine E100 White,158.00,77.44
Utah,Proseware Fax Machine E100 White,79.00,38.72
West Virginia,Proseware Fax Machine E100 White,79.00,38.72
Wyoming,Proseware Fax Machine E100 White,553.00,271.04
Armagh,Proseware Fax phone E100 Grey,87.00,42.64
Kansas,Proseware Fax Phone E100 White,174.00,85.28
Groningen,Proseware Floor Lamp X0115 Black,1271.98,850.54
Northwest Territories,Proseware Floor Lamp X0115 Silver,3815.94,2551.62
Arkansas,Proseware High Speed Laser Fax M2000 Grey,209.00,139.75
Hessen,Proseware High Speed Laser Fax M2000 Grey,209.00,139.75
Online,Proseware High Speed Laser Fax M2000 Grey,3135.00,2096.25
Alaska,Proseware High Speed Laser M2000 Green,209.00,139.75
Blaenau Gwent,Proseware High Speed Laser M2000 Green,209.00,139.75
Flevoland,Proseware High Speed Laser M2000 Green,836.00,559.00
Maine,Proseware High Speed Laser M2000 Green,1881.00,1257.75
Nevada,Proseware High Speed Laser M2000 White,418.00,279.50
Australian Capital Territory,Proseware High-Performance Business-Class Laser Fax X200 Grey,248.00,165.83
Maine,Proseware High-Performance Business-Class Laser Fax X200 White,1488.00,994.98
South Dakota,Proseware Ink Jet All in one M300 White,1014.00,547.68
Alaska,Proseware Ink Jet Fax Machine E100 Grey,78.00,38.23
Online,Proseware Ink Jet Fax Machine E100 Grey,156.00,76.46
Hessen,Proseware Ink Jet Fax Machine E100 White,156.00,76.46
Armagh,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black,1280.00,691.36
Iowa,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black,160.00,86.42
Montana,Proseware Ink Jet Wireless All-In-One Printer M400 Green,387.00,209.04
Connecticut,Proseware Ink Jet Wireless All-In-One Printer M400 White,258.00,139.36
Drenthe,Proseware Ink Jet Wireless All-In-One Printer M400 White,129.00,69.68
New Mexico,Proseware Ink Jet Wireless All-In-One Printer M400 White,1419.00,766.48
Newfoundland and Labrador,Proseware Ink Jet Wireless All-In-One Printer M400 White,129.00,69.68
Alaska,Proseware Laptop12 M210 White,3063.60,1501.68
Idaho,Proseware Laptop12 M210 White,382.95,187.71
Nebraska,Proseware Laptop15 M510 Black,1398.00,755.12
Australian Capital Territory,Proseware Laptop15.4W M518 Black,6822.00,3684.78
Connecticut,Proseware Laptop16 M610 Black,3594.00,1941.24
Friesland,Proseware Laptop16 M610 Black,599.00,323.54
Idaho,Proseware Laptop16 M610 Black,599.00,323.54
Victoria,Proseware Laptop16 M610 Black,599.00,323.54
Dungannon and South Tyrone,Proseware Laptop16 M610 White,1797.00,970.62
Hawaii,Proseware Laptop19W X910 White,3897.00,2605.86
Utah,Proseware Laptop19W X910 White,2598.00,1737.24
Berlin,Proseware Laptop8.9 E089 Black,2608.00,1278.40
Arkansas,Proseware Laptop8.9 E089 White,326.00,159.80
New Hampshire,Proseware Laser Fax Printer M250 Black,118.00,63.74
New Mexico,Proseware Laser Fax Printer M250 Black,236.00,127.48
Wyoming,Proseware Laser Fax Printer M250 White,826.00,446.18
New Hampshire,Proseware Laser Jet All in one X300 Black,657.00,439.32
Blaenau Gwent,Proseware Laser Jet All in one X300 Grey,219.00,146.44
Flevoland,Proseware Laser Jet All in one X300 Grey,219.00,146.44
South Dakota,Fabrikam SLR Camera X148 Silver Grey,2628.00,1757.28
Victoria,Fabrikam SLR Camera X149 Pink,1254.00,838.52
Freistaat Thüringen,Fabrikam SLR Camera X150 Green,3363.50,2249.10
Idaho,Fabrikam SLR Camera X150 Orange,961.00,642.60
Fermanagh,Fabrikam Social videographer 1'' 25mm E400 Black,1080.00,529.38
Nevada,Fabrikam Social Videographer 1/2'' 3mm E300 Grey,680.00,333.32
Wyoming,Fabrikam Social Videographer 1/3'' 8.5mm E200 Black,495.00,242.64
Maine,Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey,165.00,80.88
Nunavut,Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey,330.00,161.76
Arkansas,Fabrikam Social Videographer 1/3'' 8.5mm E200 White,168.00,82.35
Hawaii,Fabrikam Social Videographer 1/3'' 8.5mm E200 White,168.00,82.35
Limousin,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Orange",330.00,161.76
Nunavut,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Orange",165.00,80.88
Hawaii,Fabrikam Social Videographer 2/3'' 17mm E100 Grey,960.00,470.58
Alaska,Fabrikam Social Videographer 2/3'' 17mm E100 White,316.00,154.90
Nevada,Fabrikam Social Videographer 2/3'' 17mm E100 White,474.00,232.35
Online,Fabrikam Trendsetter 1'' 25mm X400 Grey,2000.00,1337.36
Wyoming,Fabrikam Trendsetter 1'' 25mm X400 White,4000.00,2674.72
New Hampshire,"Fabrikam Trendsetter 1"" 25mm X400 Blue",2000.00,1337.36
New Mexico,Fabrikam Trendsetter 1/2'' 3mm X300 White,6993.00,4676.07
Northwest Territories,Fabrikam Trendsetter 1/2'' 3mm X300 White,1998.00,1336.02
Enna,"Fabrikam Trendsetter 1/2"" 3mm X300 Orange",5000.00,3343.40
Newfoundland and Labrador,"Fabrikam Trendsetter 1/2"" 3mm X300 Orange",3000.00,2006.04
Online,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,19980.00,13360.20
Flevoland,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,3992.00,2669.36
Utah,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,998.00,667.34
Montana,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,2994.00,2002.02
Oregon,Fabrikam Trendsetter 2/3'' 17mm X100 Black,980.00,655.31
Groningen,Fabrikam Trendsetter 2/3'' 17mm X100 White,980.00,655.31
Idaho,Fabrikam Trendsetter 2/3'' 17mm X100 White,4900.00,3276.55
Wyoming,Fabrikam Trendsetter 2/3'' 17mm X100 White,4900.00,3276.55
Freie Hansestadt Bremen,"Fabrikam Trendsetter 2/3"" 17mm X100 Orange",2964.00,1981.98
Australian Capital Territory,Headphone Adapter for Contoso Phone E130 Black,9.99,4.90
Iowa,Headphone Adapter for Contoso Phone E130 Black,19.98,9.80
South Dakota,Headphone Adapter for Contoso Phone E130 Black,9.99,4.90
Alaska,Headphone Adapter for Contoso Phone E130 Silver,29.97,14.70
Connecticut,Headphone Adapter for Contoso Phone E130 Silver,129.87,63.70
New Hampshire,Litware 120mm Blue LED Case Fan E901 blue,89.91,44.10
Online,Litware 120mm Blue LED Case Fan E901 blue,19.98,9.80
Oregon,"Litware 14"" High Velocity Floor Fan E801 Pink",44.99,22.05
Online,"Litware 16"" White Oscillating Stand Fan E701 Silver",29.09,14.26
Oregon,"Litware 16"" White Oscillating Stand Fan E701 Silver",58.18,28.52
Belfast,Litware 17'' Oscillating Pedestal Fan M125 Pink,210.00,113.43
Berlin,Litware 180 CFM Vertical Discharge Fan X450 White,431.24,288.36
Caltanissetta,Litware 20'' Box Fan E401 Black,181.93,89.18
Enna,Litware 20'' Box Fan E401 Blue,51.98,25.48
Newfoundland and Labrador,Litware 20'' Box Fan E401 Blue,77.97,38.22
New Hampshire,Litware 20'' Box Fan E401 White,25.99,12.74
Online,Litware 20'' Box Fan E401 Yellow,25.99,12.74
Corse,Litware 20'' Weather-Shield Performance Box Fan E1601 Orange,29.99,14.70
Online,Litware 20'' Weather-Shield Performance Box Fan E1601 Orange,59.98,29.40
Washington DC,Litware 20'' Weather-Shield Performance Box Fan E1601 Orange,179.94,88.20
Northwest Territories,Litware 20'' Weather-Shield Performance Box Fan E1601 White,299.90,147.00
Arkansas,SV Hand Games women M40 Black,97.68,52.80
Brandenburg,SV Hand Games women M40 Black,35.52,19.20
Oregon,SV Hand Games women M40 Black,8.88,4.80
Brandenburg,SV Hand Games women M40 Red,8.88,4.80
Idaho,SV Hand Games women M40 Red,35.52,19.20
Iowa,SV Hand Games women M40 Silver,177.60,96.00
Maine,SV Hand Games women M40 Silver,26.64,14.40
New Hampshire,SV Hand Games women M40 Silver,8.88,4.80
Newfoundland and Labrador,SV Hand Games women M40 Silver,17.76,9.60
Victoria,SV Hand Games women M40 Silver,26.64,14.40
Armagh,SV Hand Games women M40 Yellow,8.88,4.80
Hessen,SV Hand Games women M40 Yellow,88.80,48.00
Nebraska,SV Hand Games women M40 Yellow,204.24,110.40
New Mexico,SV Keyboard E10 Black,88.00,43.14
New Hampshire,SV Keyboard E10 Grey,88.00,43.14
Hawaii,SV Keyboard E90 Black,41.73,20.45
Maine,SV Keyboard E90 Black,41.73,20.45
Maine,SV PCI Network Adapter E903 Silver,41.99,20.58
New Hampshire,SV PCI Network Adapter E903 Silver,41.99,20.58
Maine,SV PCI Network Adapter E905 Silver,41.99,20.58
Online,SV PCI Network Adapter E905 Silver,209.95,102.90
Kansas,SV Rechargeable Bluetooth Notebook Mouse E80 Black,599.90,294.10
Oregon,SV Rechargeable Bluetooth Notebook Mouse E80 Silver,59.99,29.41
Ayrshire,SV Rechargeable Bluetooth Notebook Mouse E80 White,59.99,29.41
Connecticut,SV USB Data Cable E600 Black,5.70,2.82
Northwest Territories,SV USB Sync Charge Cable E700 Black,5.97,2.94
Freie Hansestadt Bremen,SV USB Sync Charge Cable E700 Blue,1.99,0.98
Ayrshire,SV Wireless LAN PCI Network Card Adapter E902 Black,297.00,145.59
Enna,SV Wireless LAN PCI Network Card Adapter E902 Black,891.00,436.77
Ayrshire,The Phone Company Finger Touch Screen Phones M30 Black,199.00,107.49
Dungannon and South Tyrone,The Phone Company Finger Touch Screen Phones M30 Black,796.00,429.96
Enna,The Phone Company Finger Touch Screen Phones M30 Black,398.00,214.98
South Carolina,The Phone Company Finger Touch Screen Phones M30 Black,2388.00,1289.88
Washington DC,The Phone Company Finger Touch Screen Phones M30 Black,3383.00,1827.33
Flevoland,The Phone Company Finger Touch Screen Phones M30 Gold,597.00,322.47
Online,The Phone Company Finger Touch Screen Phones M30 Gold,11940.00,6449.40
Idaho,The Phone Company Microsoft Windows Mobile M200 Black,229.00,123.69
Alaska,The Phone Company Microsoft Windows Mobile M200 Gold,916.00,494.76
Idaho,The Phone Company Microsoft Windows Mobile M200 Gold,3206.00,1731.66
Fermanagh,The Phone Company Microsoft Windows Mobile M200 Grey,3435.00,1855.35
Belfast,The Phone Company Microsoft Windows Mobile M200 White,687.00,371.07
Nebraska,The Phone Company Microsoft Windows Mobile M200 White,1145.00,618.45
Kansas,The Phone Company PDA GPS Phone 3.5 inch M910 Black,268.00,144.76
Maine,The Phone Company PDA GPS Phone 3.5 inch M910 Black,1608.00,868.56
Online,The Phone Company PDA GPS Phone 3.5 inch M910 Black,7772.00,4198.04
Kansas,The Phone Company PDA GPS Phone 3.5 inch M910 Silver,804.00,434.28
Montana,The Phone Company PDA GPS Phone 3.7 inch M930 Black,2086.00,1126.72
Nevada,The Phone Company PDA GPS Phone 3.7 inch M930 Black,596.00,321.92
Online,The Phone Company PDA GPS Phone 3.7 inch M930 Silver,4470.00,2414.40
Western Australia,The Phone Company PDA GPS Phone 3.7 inch M930 Silver,298.00,160.96
Alaska,The Phone Company PDA GPS Phone 4.7 inch L950 Black,1104.00,738.21
Idaho,The Phone Company PDA GPS Phone 4.7 inch L950 Black,3680.00,2460.70
Limousin,The Phone Company PDA GPS Phone 4.7 inch L950 Black,1104.00,738.21
Montana,The Phone Company PDA GPS Phone 4.7 inch L950 Black,736.00,492.14
Berlin,The Phone Company PDA GPS Phone 4.7 inch L950 Silver,1472.00,984.28
Arkansas,The Phone Company PDA Handheld 3.5 inch M610 Black,510.00,275.46
Nunavut,WWI Desktop PC2.33 X2330 White,3676.00,2458.08
Online,WWI Desktop PC2.33 X2330 White,96495.00,64524.60
Pesaro,WWI Desktop PC2.33 X2330 White,10109.00,6759.72
Washington DC,WWI Desktop PC2.33 X2330 White,13785.00,9217.80
Western Australia,WWI Desktop PC2.33 X2330 White,919.00,614.52
Basse-Normandie,WWI Desktop PC3.0 M0300 Black,1745.00,942.55
Belfast,WWI Desktop PC3.0 M0300 Black,10819.00,5843.81
Hamburg,WWI Desktop PC3.0 M0300 Black,5584.00,3016.16
Kansas,WWI Desktop PC3.0 M0300 Silver,4188.00,2262.12
Maine,WWI Desktop PC3.0 M0300 Silver,6282.00,3393.18
New Mexico,WWI Desktop PC3.0 M0300 Silver,9772.00,5278.28
Washington DC,WWI Desktop PC3.0 M0300 Silver,2443.00,1319.57
Western Australia,WWI Desktop PC3.0 M0300 Silver,1396.00,754.04
Belfast,WWI Laptop12 M0120 White,3446.55,1689.39
Northwest Territories,WWI Laptop12 M0120 White,382.95,187.71
Tasmania,WWI Laptop12 M0120 White,382.95,187.71
New Hampshire,WWI Laptop15 M0150 White,3495.00,1887.80
South Carolina,WWI Laptop15 M0150 White,1398.00,755.12
West Virginia,WWI Laptop15 M0150 White,2796.00,1510.24
Nevada,WWI Laptop15.4W M0156 Black,9096.00,4913.04
Drenthe,WWI Laptop15.4W M0156 White,6064.00,3275.36
Belfast,WWI Laptop16 M0160 Black,599.00,323.54
Blaenau Gwent,WWI Laptop19W X0196 Black,7794.00,5211.72
Online,WWI Laptop19W X0196 Black,12990.00,8686.20
Freistaat Thüringen,WWI Laptop19W X0196 Blue,14289.00,9554.82
Northwest Territories,WWI Laptop19W X0196 White,7794.00,5211.72
Brandenburg,WWI LCD17 E200 Black,99.00,48.53
New Mexico,WWI LCD17W E200 Black,258.00,126.46
South Carolina,WWI LCD19 E107 Black,139.00,68.13
Utah,WWI LCD19 E107 Black,834.00,408.78
Online,WWI LCD19W M100 Black,1432.00,773.44
Connecticut,WWI LCD19W M100 White,1074.00,580.08
West Virginia,WWI LCD19W M100 White,537.00,290.04
Hamburg,WWI LCD20 M220 Black,259.00,139.89
Washington DC,WWI LCD20 M220 Black,1295.00,699.45
Arkansas,WWI LCD20 M220 White,1554.00,839.34
Online,WWI LCD20 M220 White,1554.00,839.34
West Virginia,WWI LCD20W M250 Black,1116.00,602.80
Brandenburg,WWI LCD20W M250 White,1395.00,753.50
Idaho,WWI LCD20W M250 White,558.00,301.40
Flevoland,WWI LCD22 M2002 Black,1857.00,1241.73
Armagh,WWI LCD22 M2002 White,1857.00,1241.73
New Mexico,WWI LCD22 M2002 White,2476.00,1655.64
Mayotte,WWI LCD22W M2003 Black,2037.00,1362.09
Arkansas,WWI LCD22W M2003 White,4753.00,3178.21
